,iteration,x,f(x),sum,epsilon,converged,gradient,m,v,beta1,beta2,alpha
582,582,[4.92473106354352 5.77008684257969],104.323486335475,<built-in function sum>,0.0001,False,[-0.00552618098976934 -64.7952245813966],[-0.00805883782344781 -65.5832474007959],[0.00169222113533921 4434.88263335656],0.8,0.9,0.01
583,583,[4.92663879147730 5.77993445848397],103.688307810064,<built-in function sum>,0.0001,False,[-0.00511715514826056 -64.5982631484062],[-0.00747050128841036 -65.3862505503180],[0.00152561754948643 4408.68793019998],0.8,0.9,0.01
584,584,[4.92850082224497 5.78978161592299],103.055099136353,<built-in function sum>,0.0001,False,[-0.00473784313271483 -64.4013108303205],[-0.00692396965727126 -65.1892626063185],[0.00137530051029281 4382.57202084634],0.8,0.9,0.01
585,585,[4.93031802305941 5.79962831215244],102.423860133673,<built-in function sum>,0.0001,False,[-0.00438615917495380 -64.2043676815401],[-0.00641640756080776 -64.9922836213628],[0.00123969429849433 4356.53490170035],0.8,0.9,0.01
586,586,[4.93209126049554 5.80947454440343],101.794590628575,<built-in function sum>,0.0001,False,[-0.00406015521578634 -64.0074337569512],[-0.00594515709180348 -64.7953136484805],[0.00111737335468252 4330.57656914536],0.8,0.9,0.01
587,587,[4.93382139936063 5.81932030988219],101.167290454156,<built-in function sum>,0.0001,False,[-0.00375801279186461 -63.8105091119315],[-0.00550772823181571 -64.5983527411707],[0.00100704828522865 4304.69701954321],0.8,0.9,0.01
588,588,[4.93550930161922 5.82916560576983],100.541959449425,<built-in function sum>,0.0001,False,[-0.00347803529632364 -63.6135938023561],[-0.00510178964471729 -64.4014009534078],[0.000907553129658035 4278.89624923401],0.8,0.9,0.01
589,589,[4.93715582537396 5.83901042922196],99.9185974587263,<built-in function sum>,0.0001,False,[-0.00321864060668084 -63.4166878846033],[-0.00472515983711000 -64.2044583396469],[0.000817833781427729 4253.17425453593],0.8,0.9,0.01
590,590,[4.93876182390335 5.84885477736842],99.2972043312083,<built-in function sum>,0.0001,False,[-0.00297835407241241 -63.2197914155608],[-0.00437579868417048 -64.0075249548297],[0.000736937462583022 4227.53103174504],0.8,0.9,0.01
591,591,[4.94032814475705 5.85869864731297],98.6777799203346,<built-in function sum>,0.0001,False,[-0.00275580185370312 -63.0229044526317],[-0.00405179931807701 -63.8106008543901],[0.000664003160710407 4201.96657713509],0.8,0.9,0.01
592,592,[4.94185562890884 5.86854203613299],98.0603240834360,<built-in function sum>,0.0001,False,[-0.00254970460207559 -62.8260270537406],[-0.00375138037487673 -63.6136860942602],[0.000598252943995151 4176.48088695731],0.8,0.9,0.01
593,593,[4.94334510996731 5.87838494087911],97.4448366812999,<built-in function sum>,0.0001,False,[-0.00235887147294193 -62.6291592773403],[-0.00347287859448977 -63.4167807308762],[0.000538984077058222 4151.07395744023],0.8,0.9,0.01
594,594,[4.94479741344364 5.88822735857495],96.8313175777938,<built-in function sum>,0.0001,False,[-0.00218219445957436 -62.4323011824178],[-0.00321474176750669 -63.2198848211845],[0.000485561866618339 4125.74578478942],0.8,0.9,0.01
595,595,[4.94621335607611 5.89806928621672],96.2197666395205,<built-in function sum>,0.0001,False,[-0.00201864303755955 -62.2354528285011],[-0.00297552202151726 -63.0229984226478],[0.000437413171927814 4100.49636518733],0.8,0.9,0.01
596,596,[4.94759374521000 5.90791072077296],95.6101837355028,<built-in function sum>,0.0001,False,[-0.00186725910847361 -62.0386142756655],[-0.00275386943890853 -62.8261215932514],[0.000394020520392850 4075.32569479308],0.8,0.9,0.01
597,597,[4.94893937823209 5.91775165918413],95.0025687368954,<built-in function sum>,0.0001,False,[-0.00172715223128247 -61.8417855845408],[-0.00254852599738332 -62.6292543915092],[0.000354916773836568 4050.23376974220],0.8,0.9,0.01
598,598,[4.95025104205809 5.92759209836231],94.3969215167207,<built-in function sum>,0.0001,False,[-0.00159749512983119 -61.6449668163174],[-0.00235831982387289 -62.4323968764709],[0.000319680295521894 4025.22058614647],0.8,0.9,0.01
599,599,[4.95152951267163 5.93743203519082],93.7932419496281,<built-in function sum>,0.0001,False,[-0.00147751946472395 -61.4481580327538],[-0.00218215975204310 -62.2355491077275],[0.000287930572346569 4000.28614009365],0.8,0.9,0.01
600,600,[4.95277555471295 5.94727146652391],93.1915299116744,<built-in function sum>,0.0001,False,[-0.00136651185790742 -61.2513592961835],[-0.00201903017321597 -62.0387111454187],[0.000259324250577692 3975.43042764730],0.8,0.9,0.01
601,601,[4.95398992111566 5.95711038918632],92.5917852801224,<built-in function sum>,0.0001,False,[-0.00126381015834836 -61.0545706695219],[-0.00186798617024245 -61.8418830502393],[0.000233551547131557 3950.65344484654],0.8,0.9,0.01
602,602,[4.95517335278939 5.96694879997301],91.9940079332581,<built-in function sum>,0.0001,False,[-0.00116879993732858 -60.8577922162735],[-0.00172814892365967 -61.6450648834462],[0.000210333001747752 3925.95518770580],0.8,0.9,0.01
603,603,[4.95632657834649 5.97678669564869],91.3981977502232,<built-in function sum>,0.0001,False,[-0.00108091120206712 -60.6610240005399],[-0.00159870137934116 -61.4482567068649],[0.000189416538475652 3901.33565221462],0.8,0.9,0.01
604,604,[4.95745031387062 5.98662407294751],90.8043546108623,<built-in function sum>,0.0001,False,[-0.000999615316606154 -60.4642660870263],[-0.00147888416679416 -61.2514585828972],[0.000170574807706206 3876.79483433743],0.8,0.9,0.01
605,605,[4.95854526272508 5.99646092857266],90.2124783955839,<built-in function sum>,0.0001,False,[-0.000924422119163338 -60.2675185410498],[-0.00136799175726799 -61.0546705745277],[0.000153602782561025 3852.33273001327],0.8,0.9,0.01
606,606,[4.95961211539880 6.00629725919595],89.6225689852333,<built-in function sum>,0.0001,False,[-0.000854877225448419 -60.0707814285468],[-0.00126536885090408 -60.8578927453315],[0.000138315585811982 3827.94933515557],0.8,0.9,0.01
607,607,[4.96065154938770 6.01613306145746],89.0346262609765,<built-in function sum>,0.0001,False,[-0.000790559507764816 -59.8740548160810],[-0.00117040698227623 -60.6611251594814],[0.000124546525664315 3803.64464565192],0.8,0.9,0.01
608,608,[4.96166422910944 6.02596833196507],88.4486501041947,<built-in function sum>,0.0001,False,[-0.000731078740056857 -59.6773387708509],[-0.00108254133383235 -60.4643678817553],[0.000112145320710300 3779.41865736381],0.8,0.9,0.01
609,609,[4.96265080584923 6.03580306729415],87.8646403963873,<built-in function sum>,0.0001,False,[-0.000676073399421684 -59.4806333606985],[-0.00100124774695022 -60.2676209775439],[0.000100976496163411 3755.27136612642],0.8,0.9,0.01
610,610,[4.96361191773474 6.04563726398703],87.2825970190837,<built-in function sum>,0.0001,False,[-0.000625208614972187 -59.2839386541171],[-0.000926039920554613 -60.0708845128586],[9.09179351282932e-5 3731.20276774829],0.8,0.9,0.01
611,611,[4.96454818973795 6.05547091855266],86.7025198537627,<built-in function sum>,0.0001,False,[-0.000578174255313260 -59.0872547202595],[-0.000856466787506342 -59.8741585543387],[8.18595701624146e-5 3707.21285801114],0.8,0.9,0.01
612,612,[4.96546023370197 6.06530402746614],86.1244087817789,<built-in function sum>,0.0001,False,[-0.000534683146272401 -58.8905816289469],[-0.000792110059259554 -59.6774431692604],[7.37022017528639e-5 3683.30163266959],0.8,0.9,0.01
613,613,[4.96634864839082 6.07513658716832],85.5482636842946,<built-in function sum>,0.0001,False,[-0.000494469410906226 -58.6939194506771],[-0.000732581929588888 -59.4807384255437],[6.63564315774097e-5 3659.46908745089],0.8,0.9,0.01
614,614,[4.96721401956040 6.08496859406530],84.9740844422186,<built-in function sum>,0.0001,False,[-0.000457286924182662 -58.4972682566336],[-0.000677522928507643 -59.2840443917617],[5.97416995527716e-5 3635.71521805466],0.8,0.9,0.01
615,615,[4.96805692004864 6.09480004452803],84.4018709361490,<built-in function sum>,0.0001,False,[-0.000422907875112060 -58.3006281186940],[-0.000626599917828526 -59.0873611371482],[5.37854147045776e-5 3612.04002015262],0.8,0.9,0.01
616,616,[4.96887790988326 6.10463093489184],83.8316230463210,<built-in function sum>,0.0001,False,[-0.000391121429469413 -58.1039991094393],[-0.000579504220156704 -58.8906887316064],[4.84221708313789e-5 3588.44348938833],0.8,0.9,0.01
617,617,[4.96967753640533 6.11446126145594],83.2633406525594,<built-in function sum>,0.0001,False,[-0.000361732486609314 -57.9073813021633],[-0.000535949873447226 -58.6940272457178],[4.35930387874278e-5 3564.92562137691],0.8,0.9,0.01
618,618,[4.97045633440714 6.12429102048300],82.6970236342343,<built-in function sum>,0.0001,False,[-0.000334560524226538 -57.7107747708813],[-0.000495672003603088 -58.4973767507505],[3.92449279831221e-5 3541.48641170475],0.8,0.9,0.01
619,619,[4.97121482628279 6.13412020819863],82.1326718702198,<built-in function sum>,0.0001,False,[-0.000309438525256316 -57.5141795903400],[-0.000458425307933734 -58.3007373186684],[3.53300104049012e-5 3518.12585592927],0.8,0.9,0.01
620,620,[4.97195352219018 6.14394882079093],81.5702852388572,<built-in function sum>,0.0001,False,[-0.000286211981437094 -57.3175958360273],[-0.000423982642634406 -58.1041090221402],[3.18052010942429e-5 3494.84394957856],0.8,0.9,0.01
621,621,[4.97267292022294 6.15377685440993],81.0098636179195,<built-in function sum>,0.0001,False,[-0.000264737968377492 -57.1210235841814],[-0.000392133707783023 -57.9074919345484],[2.86316896040087e-5 3471.64068815116],0.8,0.9,0.01
622,622,[4.97337350659108 6.16360430516715],80.4514068845795,<built-in function sum>,0.0001,False,[-0.000244884287273313 -56.9244629118014],[-0.000362683823681081 -57.7108861299990],[2.57745174750231e-5 3448.51606711575],0.8,0.9,0.01
623,623,[4.97405575580923 6.17343116913505],79.8949149153790,<built-in function sum>,0.0001,False,[-0.000226528668714326 -56.7279138966571],[-0.000335452792687730 -57.5142916833306],[2.32021972512958e-5 3425.47008191083],0.8,0.9,0.01
624,624,[4.97472013089134 6.18325744234651],79.3403875862012,<built-in function sum>,0.0001,False,[-0.000209558034299350 -56.5313766172991],[-0.000310273841010054 -57.3177086701243],[2.08863689831401e-5 3402.50272794444],0.8,0.9,0.01
625,625,[4.97536708355073 6.19308312079434],78.7878247722444,<built-in function sum>,0.0001,False,[-0.000193867812045738 -56.3348511530697],[-0.000286992635217191 -57.1211371667134],[1.88014905576809e-5 3379.61400059385],0.8,0.9,0.01
626,626,[4.97599705440472 6.20290820043067],78.2372263479969,<built-in function sum>,0.0001,False,[-0.000179361301832896 -56.1383375841132],[-0.000265466368540332 -56.9245772501934],[1.69245585495723e-5 3356.80389520525],0.8,0.9,0.01
627,627,[4.97661047318280 6.21273267716645],77.6885921872138,<built-in function sum>,0.0001,False,[-0.000165949087360642 -55.9418359913867],[-0.000245562912304394 -56.7280289984320],[1.52348566045746e-5 3334.07240709344],0.8,0.9,0.01
628,628,[4.97720775893766 6.22255654687089],77.1419221628957,<built-in function sum>,0.0001,False,[-0.000153548491332011 -55.7453464566711],[-0.000227160028109917 -56.5314924900798],[1.37137286580362e-5 3311.41953154153],0.8,0.9,0.01
629,629,[4.97778932025826 6.23237980537087],76.5972161472667,<built-in function sum>,0.0001,False,[-0.000142083070785951 -55.5488690625823],[-0.000210144636645124 -56.3349678045803],[1.23443745521330e-5 3288.84526380057],0.8,0.9,0.01
630,630,[4.97835555548429 6.24220244845040],76.0544740117559,<built-in function sum>,0.0001,False,[-0.000131482149709993 -55.3524038925826],[-0.000194412139258098 -56.1384550221808],[1.11116658524889e-5 3266.34959908927],0.8,0.9,0.01
631,631,[4.97890685292149 6.25202447184998],75.5136956269775,<built-in function sum>,0.0001,False,[-0.000121680386255353 -55.1559510309920],[-0.000179865788657549 -55.9419542239430],[1.00019798788800e-5 3243.93253259366],0.8,0.9,0.01
632,632,[4.97944359105712 6.26184587126605],74.9748808627135,<built-in function sum>,0.0001,False,[-0.000112617372058519 -54.9595105630004],[-0.000166416105337743 -55.7454654917545],[9.00305015824090e-6 3221.59405946675],0.8,0.9,0.01
633,633,[4.97996613877527 6.27166664235038],74.4380295878957,<built-in function sum>,0.0001,False,[-0.000104237261343738 -54.7630825746789],[-0.000153980336538942 -55.5489889083394],[8.10383168308205e-6 3199.33417482819],0.8,0.9,0.01
634,634,[4.98047485557143 6.28148678070940],73.9031416705895,<built-in function sum>,0.0001,False,[-9.64884276414172e-5 -54.5666671529925],[-0.000142481954759437 -55.3525245572700],[7.29437951644072e-6 3177.15287376391],0.8,0.9,0.01
635,635,[4.98097009176598 6.29130628190364],73.3702169779774,<built-in function sum>,0.0001,False,[-8.93231461075282e-5 -54.3702643858121],[-0.000131850193029055 -55.1560725229784],[6.56573942723970e-6 3155.05015132583],0.8,0.9,0.01
636,636,[4.98145218871623 6.30112514144706],72.8392553763435,<built-in function sum>,0.0001,False,[-8.26972995700810e-5 -54.1738743619272],[-0.000122019614337260 -54.9596328907682],[5.90984936885135e-6 3133.02600253144],0.8,0.9,0.01
637,637,[4.98192147902678 6.31094335480639],72.3102567310582,<built-in function sum>,0.0001,False,[-7.65701065607763e-5 -53.9774971710588],[-0.000112929712781964 -54.7632057468263],[5.31945073008809e-6 3111.08042236346],0.8,0.9,0.01
638,638,[4.98237828675779 6.32076091740050],71.7832209065632,<built-in function sum>,0.0001,False,[-7.09038697131082e-5 -53.7811329038721],[-0.000104524544168192 -54.5667911782355],[4.78800839295331e-6 3089.21340576951],0.8,0.9,0.01
639,639,[4.98282292763107 6.33057782459967],71.2581477663568,<built-in function sum>,0.0001,False,[-6.56637430236213e-5 -53.5847816519901],[-9.67523839392783e-5 -54.3703892729864],[4.30963872637277e-6 3067.42494766170],0.8,0.9,0.01
640,640,[4.98325570923371 6.34039407172499],70.7350371729799,<built-in function sum>,0.0001,False,[-6.08175165806032e-5 -53.3884435080065],[-8.95654104675433e-5 -54.1740001199904],[3.87904473076779e-6 3045.71504291629],0.8,0.9,0.01
641,641,[4.98367693121913 6.35020965404758],70.2138889880016,<built-in function sum>,0.0001,False,[-5.63354174650216e-5 -53.1921185655002],[-8.29194118670389e-5 -53.9776238090924],[3.49145762561711e-6 3024.08368637329],0.8,0.9,0.01
642,642,[4.98408688550541 6.36002456678792],69.6947030720051,<built-in function sum>,0.0001,False,[-5.21899256218793e-5 -52.9958069190485],[-7.67735146180070e-5 -53.7812604310836],[3.14258424188904e-6 3002.53087283607],0.8,0.9,0.01
643,643,[4.98448585647071 6.36983880511514],69.1774792845744,<built-in function sum>,0.0001,False,[-4.83556035877001e-5 -52.7995086642416],[-7.10899324119456e-5 -53.5849100777152],[2.82855964413997e-6 2981.05659707099],0.8,0.9,0.01
644,644,[4.98487412114582 6.37965236414627],68.6622174842800,<built-in function sum>,0.0001,False,[-4.48089390408025e-5 -52.6032238976971],[-6.58337337377170e-5 -53.3885728417116],[2.54590446382777e-6 2959.66085380702],0.8,0.9,0.01
645,645,[4.98525194940369 6.38946523894547],68.1489175286656,<built-in function sum>,0.0001,False,[-4.15281992166354e-5 -52.4069527170746],[-6.09726268335007e-5 -53.1922488167842],[2.29148647657801e-6 2938.34363773529],0.8,0.9,0.01
646,646,[4.98561960414593 6.39927742452331],67.6375792742346,<built-in function sum>,0.0001,False,[-3.84932963007408e-5 -52.2106952210906],[-5.64767607269487e-5 -52.9959380976455],[2.06248600230622e-6 2917.10494350872],0.8,0.9,0.01
647,647,[4.98597734148615 6.40908891583597],67.1282025764362,<built-in function sum>,0.0001,False,[-3.56856629772135e-5 -52.0144515095338],[-5.23185411770017e-5 -52.7996407800231],[1.85636474872981e-6 2895.94476574161],0.8,0.9,0.01
648,648,[4.98632541093033 6.41889970778446],66.6207872896520,<built-in function sum>,0.0001,False,[-3.30881373710763e-5 -51.8182216832806],[-4.84724604158166e-5 -52.6033569606746],[1.67083775634030e-6 2874.86309900921],0.8,0.9,0.01
649,649,[4.98666405555394 6.42870979521382],66.1153332671828,<built-in function sum>,0.0001,False,[-3.06848566794620e-5 -51.6220058443107],[-4.49149396685457e-5 -52.4070867374019],[1.50384813674921e-6 2853.85993784729],0.8,0.9,0.01
650,650,[4.98699351217611 6.43851917291228],65.6118403612343,<built-in function sum>,0.0001,False,[-2.84611588386863e-5 -51.4258040957236],[-4.16241835025738e-5 -52.2108302090662],[1.35354432683053e-6 2832.93527675174],0.8,0.9,0.01
651,651,[4.98731401153056 6.44832783561045],65.1103084229041,<built-in function sum>,0.0001,False,[-2.64034916228111e-5 -51.2296165417545],[-3.85800451266213e-5 -52.0145874756039],[1.21825960858447e-6 2812.08911017809],0.8,0.9,0.01
652,652,[4.98762577843357 6.45813577798048],64.6107373021674,<built-in function sum>,0.0001,False,[-2.44993286143711e-5 -51.0334432877910],[-3.57639018241712e-5 -51.8183586380413],[1.09649366943628e-6 2791.32143254109],0.8,0.9,0.01
653,653,[4.98792903194886 6.46794299463517],64.1131268478636,<built-in function sum>,0.0001,False,[-2.27370915295474e-5 -50.8372844403904],[-3.31585397652465e-5 -51.6221437985111],[9.86896000025772e-7 2770.63223821430],0.8,0.9,0.01
654,654,[4.98822398554946 6.47774948012711],63.6174769076824,<built-in function sum>,0.0001,False,[-2.11060784188267e-5 -50.6411401072965],[-3.07480474959625e-5 -51.4259430602682],[8.88250946677816e-7 2750.02152152955],0.8,0.9,0.01
655,655,[4.98851084727659 6.48755522894777],63.1237873281494,<built-in function sum>,0.0001,False,[-1.95963972999922e-5 -50.4450103974578],[-2.85177174567684e-5 -51.2297565277061],[7.99464253888749e-7 2729.48927677656],0.8,0.9,0.01
656,656,[4.98878981989555 6.49736023552660],62.6320579546120,<built-in function sum>,0.0001,False,[-1.81989048134906e-5 -50.2488954210446],[-2.64539549281129e-5 -51.0335843063738],[7.19550948513515e-7 2709.03549820241],0.8,0.9,0.01
657,657,[4.98906110104875 6.50716449423010],62.1422886312257,<built-in function sum>,0.0001,False,[-1.69051495209635e-5 -50.0527952894680],[-2.45441938466830e-5 -50.8374265029926],[6.47624432070196e-7 2688.66018001111],0.8,0.9,0.01
658,658,[4.98932488340571 6.51696799936087],61.6544792009389,<built-in function sum>,0.0001,False,[-1.57073194962395e-5 -49.8567101153979],[-2.27768189765943e-5 -50.6412832254737],[5.82886660851752e-7 2668.36331636308],0.8,0.9,0.01
659,659,[4.98958135481033 6.52677074515664],61.1686295054787,<built-in function sum>,0.0001,False,[-1.45981938844228e-5 -49.6606400127826],[-2.11410939581600e-5 -50.4451545829355],[5.24619305493046e-7 2648.14490137469],0.8,0.9,0.01
660,660,[4.98983069842511 6.53657272578929],60.6847393853361,<built-in function sum>,0.0001,False,[-1.35710981290954e-5 -49.4645850968673],[-1.96270947923471e-5 -50.2490406857218],[4.72175792414184e-7 2628.00492911775],0.8,0.9,0.01
661,661,[4.99007309287268 6.54637393536386],60.2028086797509,<built-in function sum>,0.0001,False,[-1.26198625903035e-5 -49.2685454842143],[-1.82256483519384e-5 -50.0529416454203],[4.24974139265945e-7 2607.94339361898],0.8,0.9,0.01
662,662,[4.99030871237428 6.55617436791752],59.7228372266969,<built-in function sum>,0.0001,False,[-1.17387842968173e-5 -49.0725212927229],[-1.69282755409142e-5 -49.8568575748808],[3.82490505245028e-7 2587.96028885956],0.8,0.9,0.01
663,663,[4.99053772688559 6.56597401741853],59.2448248628661,<built-in function sum>,0.0001,False,[-1.09225915955839e-5 -48.8765126416496],[-1.57271387518481e-5 -49.6607885882346],[3.44253385021241e-7 2568.05560877453],0.8,0.9,0.01
664,664,[4.99076030222943 6.57577287776520],58.7687714236536,<built-in function sum>,0.0001,False,[-1.01664114790856e-5 -48.6805196516293],[-1.46149932972956e-5 -49.4647348009135],[3.09838382111353e-7 2548.22934725235],0.8,0.9,0.01
665,665,[4.99097660022579 6.58557094278475],58.2946767431417,<built-in function sum>,0.0001,False,[-9.46573938794002e-6 -48.4845424446961],[-1.35851425154245e-5 -49.2686963296700],[2.78863503922434e-7 2528.48149813427],0.8,0.9,0.01
666,666,[4.99118677881873 6.59536820623230],57.8225406540838,<built-in function sum>,0.0001,False,[-8.81641130136361e-6 -48.2885811443050],[-1.26313962726123e-5 -49.0726732925970],[2.50984926441014e-7 2508.81205521385],0.8,0.9,0.01
667,667,[4.99139099220038 6.60516466178968],57.3523629878886,<built-in function sum>,0.0001,False,[-8.21457794225766e-6 -48.0926358753539],[-1.17480326065414e-5 -48.8766658091484],[2.25893181725990e-7 2489.22101223640],0.8,0.9,0.01
668,668,[4.99158939093192 6.61496030306429],56.8841435746034,<built-in function sum>,0.0001,False,[-7.65668093680543e-6 -47.8967067642064],[-1.09297622725942e-5 -48.6806740001600],[2.03309726029688e-7 2469.70836289840],0.8,0.9,0.01
669,669,[4.99178212206135 6.62475512358799],56.4178822428973,<built-in function sum>,0.0001,False,[-7.13943078053076e-6 -47.7007939387141],[-1.01716959741815e-5 -48.4846979878708],[1.82983850573906e-7 2450.27410084693],0.8,0.9,0.01
670,670,[4.99196932923820 6.63454911681584],55.9535788200447,<built-in function sum>,0.0001,False,[-6.65978647401341e-6 -47.5048975282402],[-9.46931407414789e-6 -48.2887378959447],[1.64689900792103e-7 2430.91821967910],0.8,0.9,0.01
671,671,[4.99215115282487 6.64434227612493],55.4912331319081,<built-in function sum>,0.0001,False,[-6.21493670176016e-6 -47.3090176636832],[-8.81843859967034e-6 -48.0927938494924],[1.48224773256714e-7 2411.64071294146],0.8,0.9,0.01
672,672,[4.99232773000472 6.65413459481314],55.0308450029201,<built-in function sum>,0.0001,False,[-5.80228243733102e-6 -47.1131544775014],[-8.21520736720248e-6 -47.8968659750942],[1.33405662579190e-7 2392.44157412940],0.8,0.9,0.01
673,673,[4.99249919488659 6.66392606609786],54.5724142560666,<built-in function sum>,0.0001,False,[-5.41942086666083e-6 -46.9173081037373],[-7.65605006709415e-6 -47.7009544008228],[1.20068033333524e-7 2373.32079668656],0.8,0.9,0.01
674,674,[4.99266567860584 6.67371668311473],54.1159407128682,<built-in function sum>,0.0001,False,[-5.06413052968657e-6 -46.7214786780429],[-7.13766615961263e-6 -47.5050592562668],[1.08063794541974e-7 2354.27837400419],0.8,0.9,0.01
675,675,[4.99282730942175 6.68350643891632],53.6614241933621,<built-in function sum>,0.0001,False,[-4.73435758795087e-6 -46.5256663377054],[-6.65700444528028e-6 -47.3091806725546],[9.72596565019538e-8 2335.31429942052],0.8,0.9,0.01
676,676,[4.99298421281108 6.69329532647078],53.2088645160838,<built-in function sum>,0.0001,False,[-4.42820313287133e-6 -46.3298712216736],[-6.21124418279849e-6 -47.1133187823784],[8.75356517500570e-8 2316.42856622015],0.8,0.9,0.01
677,677,[4.99313651155778 6.70308333866049],52.7582614980479,<built-in function sum>,0.0001,False,[-4.14391145577937e-6 -46.1340934705844],[-5.79777763739466e-6 -46.9174737200196],[7.87838037752667e-8 2297.62116763340],0.8,0.9,0.01
678,678,[4.99328432583879 6.71287046828066],52.3096149547294,<built-in function sum>,0.0001,False,[-3.87985920685269e-6 -45.9383332267903],[-5.41419395128627e-6 -46.7216456213737],[7.09069287284865e-8 2278.89209683562],0.8,0.9,0.01
679,679,[4.99342777330565 6.72265670803792],51.8629247000440,<built-in function sum>,0.0001,False,[-3.63454537554195e-6 -45.7425906343868],[-5.05826423613741e-6 -46.5258346239763],[6.38175568476465e-8 2260.24134694657],0.8,0.9,0.01
680,680,[4.99356696916203 6.73244205054887],51.4181905463281,<built-in function sum>,0.0001,False,[-3.40658203024422e-6 -45.5468658392416],[-4.72792779495877e-6 -46.3300408670294],[5.74369616429948e-8 2241.66891102970],0.8,0.9,0.01
681,681,[4.99370202623702 6.74222648833858],50.9754123043194,<built-in function sum>,0.0001,False,[-3.19468575964588e-6 -45.3511589890227],[-4.42127938789619e-6 -46.1342644914280],[5.16942860804056e-8 2223.17478209149],0.8,0.9,0.01
682,682,[4.99383305505407 6.75201001383911],50.5345897831357,<built-in function sum>,0.0001,False,[-2.99766976255553e-6 -45.1554702332285],[-4.13655746282806e-6 -45.9385056397881],[4.65257560747656e-8 2204.75895308074],0.8,0.9,0.01
683,683,[4.99396016389564 6.76179261938795],50.0957227902548,<built-in function sum>,0.0001,False,[-2.81443653705499e-6 -44.9597997232179],[-3.87213327767345e-6 -45.7427644564741],[4.18739725725911e-8 2186.42141688785],0.8,0.9,0.01
684,684,[4.99408345886343 6.77157429722647],49.6588111314929,<built-in function sum>,0.0001,False,[-2.64397112353237e-6 -44.7641476122410],[-3.62650084684523e-6 -45.5470410876275],[3.76872743736622e-8 2168.16216634412],0.8,0.9,0.01
685,685,[4.99420304393427 6.78135503949830],49.2238546109836,<built-in function sum>,0.0001,False,[-2.48533485961130e-6 -44.5685140554705],[-3.39826764939844e-6 -45.3513356811961],[3.39191646252324e-8 2149.98119422097],0.8,0.9,0.01
686,686,[4.99431902101166 6.79113483824769],48.7908530311554,<built-in function sum>,0.0001,False,[-2.33765960815227e-6 -44.3728992100339],[-3.18614604114921e-6 -45.1556483869636],[3.05277946279535e-8 2131.87849322926],0.8,0.9,0.01
687,687,[4.99443148997300 6.80091368541783],48.3598061927104,<built-in function sum>,0.0001,False,[-2.20014242247493e-6 -44.1773032350463],[-2.98894531741435e-6 -44.9599793565802],[2.74754992278261e-8 2113.85405601845],0.8,0.9,0.01
688,688,[4.99454054871260 6.81069157284918],47.9307138946010,<built-in function sum>,0.0001,False,[-2.07204061563931e-6 -43.9817262916434],[-2.80556437705934e-6 -44.7643287435928],[2.47283786402748e-8 2095.90787517591],0.8,0.9,0.01
689,689,[4.99464629318054 6.82046849227770],47.5035759340071,<built-in function sum>,0.0001,False,[-1.95266720316401e-6 -43.7861685430163],[-2.63498494228028e-6 -44.5686967034775],[2.22559220671679e-8 2078.03994322606],0.8,0.9,0.01
690,690,[4.99474881741765 6.83024443533305],47.0783921063129,<built-in function sum>,0.0001,False,[-1.84138669086988e-6 -43.5906301544460],[-2.47626529199820e-6 -44.3730833936712],[2.00306689309457e-8 2060.25025262963],0.8,0.9,0.01
691,691,[4.99484821358650 6.84001939353683],46.6551622050831,<built-in function sum>,0.0001,False,[-1.73761118167820e-6 -43.3951112933389],[-2.32853446993420e-6 -44.1774889736048],[1.80279039671130e-8 2042.53879578279],0.8,0.9,0.01
692,692,[4.99494457199897 6.84979335830067],46.2338860220386,<built-in function sum>,0.0001,False,[-1.64079677720461e-6 -43.1996121292633],[-2.19098693138828e-6 -43.9819136047365],[1.62253827918081e-8 2024.90556501639],0.8,0.9,0.01
693,693,[4.99503798114025 6.85956632092435],45.8145633470317,<built-in function sum>,0.0001,False,[-1.55044025179341e-6 -43.0041328339866],[-2.06287759546931e-6 -43.7863574505865],[1.46030848991247e-8 2007.35055259507],0.8,0.9,0.01
694,694,[4.99512852768977 6.86933827259388],45.3971939680217,<built-in function sum>,0.0001,False,[-1.46607597835367e-6 -42.8086735815129],[-1.94351727204618e-6 -43.5908206767718],[1.31429913470897e-8 1989.87375071641],0.8,0.9,0.01
695,695,[4.99521629653921 6.87910920437950],44.9817776710485,<built-in function sum>,0.0001,False,[-1.38727308692202e-6 -42.6132345481223],[-1.83226843502135e-6 -43.3953034510419],[1.18288846650425e-8 1972.47515151010],0.8,0.9,0.01
696,696,[4.99530137080795 6.88887910723366],44.5683142402075,<built-in function sum>,0.0001,False,[-1.31363283831792e-6 -42.4178159124100],[-1.72854131568066e-6 -43.1998059433155],[1.06461687616616e-8 1955.15474703700],0.8,0.9,0.01
697,697,[4.99538383185613 6.89864797198898],44.1568034576226,<built-in function sum>,0.0001,False,[-1.24478619660453e-6 -42.2224178553267],[-1.63179029186543e-6 -43.0043283257177],[9.58170683476299e-9 1937.91252928828],0.8,0.9,0.01
698,698,[4.99546375929586 6.90841578935608],43.7472451034196,<built-in function sum>,0.0001,False,[-1.18039158530355e-6 -42.0270405602205],[-1.54151055055306e-6 -42.8088707726183],[8.62367548371615e-9 1920.74849018450],0.8,0.9,0.01
